Title,Date,User,Body,Rating
Thankful I Found Latino USA,03/15/2019,Graduate!,Not only do their podcasts keep me focused during my work day but I get to learn so much as well! They’re so well made & great to listen to. Muchas gracias y que sigan adelante :),5
Fascinating view into a world I don't usually see,03/17/2019,Life Trekker,I have been listening to this podcast for several years and am so grateful for the glimpses I get into the Latinx world. As a white women in middle America I find this show both entertaining and insightful. I love the variety of topics. Two excellent recent shows were 24 hours at the border and the battle of Chavez Ravine.,5
Excelente!,03/21/2019,Mizz MEC,"I have been listening to Latino USA for a few months now. I look forward to every Tuesday when new episodes are released. Podcast is informative and a great learning tool. The stories I hear on this podcast, I can’t hear anywhere else and that is one of the reasons why I love this podcast. Maria Hinojosa is awesome!",5
I love Latino USA,03/23/2019,Just a Hoya fan in NYC,She sounds great and the this podcast and its contributors have educated me quite a bit. A very worthwhile show.,5
A fan in Hawaii,03/25/2019,joeyb808,"I love the topics, content, and especially the way the podcast keeps me connected to my roots. Living in Hawaii has its perks, but having a large Latino population is not one of them! Gracias por todo, adelante siempre.",5
The best podcast,03/27/2019,Tuba David,I love hearing stories about people like me!,5
Great to listen to with the family,03/29/2019,Banuelos de Monte,I really enjoy listening to this while at work or on my commute.,5
Orgullo!,04/02/2019,Electroobsess,I love to listen to this podcast not just because of the current news but how it’s presented for us Latino American who are a combination of so many combination.,5
Great show!,04/04/2019,wdejesus0114,I have really enjoyed listening to you guys. I continue to learn so much about the historical events that have affected Latinos. The topics are engaging. I also love the variety and the use of Spanish. Great job!,5
Podcast con latido Latino,04/08/2019,AliditaV,Excelente producción que amplifica el volumen de crónicas de experiencias de Latinoamérica entera. 💓,5
Absolutely worth listening to,04/09/2019,NaomiS78,"I've been a long time listener.....and I mean a very, very long time! I love Maria Hinojosa has helped to create something incredibly special! This latest episode on being Asian AND Latino was remarkable. Growing up in El Paso, TX with a Mexican father and his extended family and a Korean mother definitely resonated with me!",5
Quince,04/11/2019,siena2020,Enjoyed all the shows thus far. What about a segment on a quince for a girl more American than Mexican and trying to keep the culture alive in her? My dilemma nowadays with my daughter Siena who has decided she want her quince.,5
"Engaging, Interesante & Inteligente",04/12/2019,fcrtscnd,"This podcast has been essential, a way to learn and understand the incredible multiplicity of the Latinx, Hispanic, Chicano, Nuyorrican and ever so evolving community. The stories are always changing and I am learning more and more. I really enjoyed themes I have not always wanted to read or be exposed to. The interview with Immortal Technique was fascinating, and I am not a rap fan, but this opened a door to that experience. These stories are fundamental and they are needed to give strength to la resistencia.",5
get a little cultured,04/12/2019,snow_bunny4,"i come from a mexican-hungarian background (mom hungarian dad mexican) but i look very white. before my parents divorce, my aunts, my grandma mita and other relatives on my dads side watched my little brother and i so i picked up a little spanish. growing up in a very white school i was made fun of because i would mix up my sentences. for example, instead of saying ‘can i have some ice water?’ i would say ‘can i have some water of ice?’ teachers didn’t have the patients for me so i was put into ‘special reading classes’ which only increased the bullying.",5
My heart is so much fuller,01/18/2019,sarahndipityyyy,Recently I moved back to the states after being in Peru this last year. It’s been hard at times adjusting back to life here. I went from spending all my days with Peruvians; speaking Spanish and loving all things Latin American to moving to a city in the states with not a large Hispanic population. I was trying to find ANYTHING really to fill that void and give me come comfort. And randomly I found this podcast. I’ve listened to NPR on and off the last few years but I’ve never been an avid listener...until now. As a gringa living in the south I’m so thankful to have this. It’s made me feel more connect also while continuing to open my eyes and give me a new perspective. From the bottom of my heart THANK YOU ❤️,5
Awesome,01/19/2019,Adam Cruz from Plano,Simply amazing,5
Always delighted,01/23/2019,bachdouble,"Each time I revisit this podcast I find myself enjoying it more and more. (I think I’m falling in love with Maria Enojosas voice.) Beyond Maria, the content is always interesting, relevant and of the highest quality. Subscribed!",5
Best podcast and best team,01/25/2019,PaulaN91,I absolutely have loved listening to Latino USA I love the diverse topics discussed. I even love hearing the Spanglish episodes! Maria Hinojosa is absolutely incredible as the Executive Producer and as a person. She is a great Latina influencer. Thank you for all your hard work!,5
Longtime listener ❤️,01/25/2019,Mudhoney6,"I’ve been tuning in since the mid 90’s. Back when the only way to catch this podcast was via public radio scheduling. I would synchronize my time to take long drives while Latino USA was being aired via KPCC. Haven’t stopped except thanks to apps...I get to keep up on demand and revisit my faves. It’s rich narrative, excellent soundtrack (background music) and connection to everything Latino is superb. LOVE LOVE LOVE LATINO USA!!!!",5
Thankful,01/27/2019,Kahlo317,Beyond thankful for this podcast. Amazing content EVERYONE should listen to.,5
Love this podcast!,01/30/2019,eileenkimesq,"Thank you, Latino USA, for bringing to light these important stories about the Latinx community. I have been a faithful listener for the past year or so and have learned so much as a result of your wonderful storytelling. As an East Asian American, I know it is incumbent upon me to listen and learn from other communities of color, who have been disproportionately marginalized in this country. For me, listening to Latino USA is not just about information-gathering, though there is much to gather, or finding a temporary respite from the often monotonous legal world I work in; it is about identifying with our collective humanity and as a byproduct, being blessed - every time I listen - by the beauty, resilience, and hope the Latinx community exudes.",5
Thank you!,02/02/2019,kusalausa,"I love how Latino USA talks about the topics that we, latinos in this country, are talking about. Thank you guys for spreading the word on such important topics!",5
Entire show,02/03/2019,DefenderOfDemocracy,I’m so happy to have found this podcast that tells the stories and experiences of the Latinx community. I had the pleasure of seeing Maria receive an award in nyc and it was amazing. I learned so much about the history of Latinos and I can only continue to listen and recommend this podcast. Thank you all who make this possible!,5
unsubscribe,02/04/2019,Maetzin la mera mera,had to unsubscribe after Maria Hinojosa’s softball “question” regarding Gina’s anti-blackness. Gina has had deserved backlash against some of the comments she has made and it was disappointing to hear Maria not really acknowledge that. It is important that we as latinx are critical and hold our own people accountable for anti-blackness. Whether it’s a held view or a comment that should not have been made.,3
Love this podcast,02/07/2019,Garyslother,"This podcast encourages me and educated me. It’s the best one I have ever listened to and I listen to ALOT of podcast.
If you looking to educate yourself and open you eyes, this podcast is for you!",5
Not balanced,02/07/2019,DenDenX,Most of latinos arent liberal. All this podcast have been pushing using liberal talking points. Most shows have been extremely bias. I wouldn’t recommend this to any latino.,1
NAFTA and destruction of Mexico diet,02/08/2019,joannececilia,Very informative about how corporate international interests blame the individuals for their policies of land grabs from poor that lead to reducing affordable fresh produce access and resulting in the poor having diabetes etc. the poor in Mexico were much healthier pre- NAFTA!,5
More Straight Latino Males,02/08/2019,Rolandosgjb,I love the podcast. The topics are amazing and always leave me feeling inspired. The only thing I wish there was more of is straight Latino male role models. When a man is on the show he is either gay or has very feminine qualities. It feels like straight Latino men don’t have a voice on your show or aren’t a priority. I really enjoyed the Ruben Blades and Kid Mero episodes. If we can have more of those I would be extremely grateful and happy. Thank you for all the hard work you put into the show.,4
This rocks!!,02/08/2019,Kimmikimd,I love having a podcast that I can relate to! For a long time I always felt podcasts were hard to listen to because they contained predominantly “white” content. This podcast allows me to stay connected with Latinx news/pop culture! I LOVE IT!,5
Motivation to get up at 6am!,02/09/2019,Narda Lelia,"Today, after a long time, I got up sort of early and got a chance to hear to the last part of the interview to Angela Aguilar. I forgot how much I like this show! This is the motivation I was looking for to get up early every Saturday! Thank You Maria 😌",5
Me encanta,02/11/2019,mateomiklo,I’m in love with this podcast I’d listen to it everyday if it was on the air that often,5
Fantastic!,02/12/2019,mmmmmmat,"I am a non Latino living in the Southwest U.S. This is one of my top ten staple podcasts, for entertainment, eye opening history, and news.",5
Listener,02/13/2019,Ted from Denver,"Latino USA podcast is extraordinary journalism; civil and informative. During these contentious times, it provides a clear and strong voice for fairness, justice, respect and tolerance. Culturally informative and generously optimistic, I recommend this podcast without any reservation.",5
One of my favorite programs!,02/19/2019,Mi Mexico Querido,"I’ve been listening to this program for more than 20 years. It is an excellent show which shows than diversity, intelligence, and strength of the Latino community.",5
Support this show!,12/17/2018,nati6,"As a Latino, this show resonates so deeply with me. It’s completely unpretentious, telling you the most important stories about Latinos in the US and abroad in a straightforward and captivating way. It makes me feel connected to my identity in ways few other forms of media have.",5
Excelente!!,12/18/2018,Zappezaraa,I’m from Brazil and I really love this podcast!!,5
There aren’t enough stars in the universe,12/19/2018,Mizzly Melly,"My friends have long been telling me to listen to a podcast, any podcast, for years— I’ve never gotten around to it. Until today. A friend recommended Latino USA and the first episode to fill my ears was “Abuelos”. Oh my, the range of emotions I felt in just 30 minutes was, quite frankly, thrilling. I listened while getting ready for work and was so immersed I left my lunch on the kitchen counter. I’ve listened to four more episodes today!",5
My soul is filled,12/19/2018,ms_stephanieeee,"Latino USA fills a void in my heart and soul. Latinos are looking for validation, guidance and compassion. This show provides that and I’m so grateful for all that Latino USA does for our people.",5
To feminists!?,12/20/2018,Raul Berron,"Perhaps, you should change your podcast title to “Latina USA”. 75% of your podcast seems to be directed to the female gender. Some times I need to just change the channel because the report has no relevance to me.",3
I feel like I belong.,12/20/2018,sangre jíbara,I was born here yet I always feel like I don’t fit or belong in the USA. Yet I go visit my parents home and I never quite fit there either . Listening to this on Whyy on Sundays or anytime on apple podcast makes be feel like I do fit in somewhere.,5
Que viva!!,01/01/2019,Joel Bey.,"Just started listening to this podcast and already it’s one of my faves. They do an excellent job of introducing listeners to Latinex trailblazers, as well as honoring Laitnex legends.",5
Excellent podcast,01/02/2019,AlejandroES,"I love the diversity of topics (immigrations, music, art, and politics, among others) that they talk about in this podcast. I also like their “how I made it” episode where they interview Latinx people who are excelling in their careers. The way this podcast is curated is professional and relatable. Maria Hinojosa and everyone at Latino u.s.a team are excellent journalists and professionals. I love this podcast.",5
Adore!,01/03/2019,Kitty chew,"Such a wonderful show that is well produced, researched and presented!",5
This is my favorite podcast,01/03/2019,Ancient Millennial,"This is my favorite podcast, it helps me stay in touch with Latinx culture. Especially considering I stopped consuming mainstream news. Maria Hinojosa is amazing, and I also really enjoy the editing.",5
👍,01/08/2019,kycc25,"By far my favorite podcast. Insightful, entertaining reporting produced with integrity.",5
Loving this show,01/08/2019,Maryland in the aire,This show offers so many textures of the American tapestry that I’ve missed. Many of the stories fill my heart with love or reminds me of a lost yet familiar pain or a longing for more. There’s so much to take in so please hang around. Thanks for being on the air and sharing these experiences.,5
Brooklyn 99 Girls,01/08/2019,pepperjaci,Thank you Maria for all you do as a journalist but more as a Latina woman. You inspire me.,5
Struggle,01/09/2019,Luna Noemi,As a latina who ha struggles with her MEXICAN culture this show has a tremendously helped me. Why because I felt I had to always change my culture to a “white” adaptation. Learned that my culture is Beautiful and do not need to change for other's politically correctness or comfort. Comfort because they don’t understand my roots. Thanks you Latino NPR for teaching me we are more. You guys are one of the many resources that have helped me.,5
Glad i discovered this,01/10/2019,Vgxp,I love this podcast. It keeps me connected with issues that are directly affecting Latinos. Matters I sometimes wasn’t even aware of. Just wish there was a spanish version to share with my parents- i’m sure they’d be tied to the speakers if so.,5
Great way to feel connected,01/11/2019,amymex,"I love all the shows, bring topics that I wouldn’t hear about on the news and the conversation hit close to home.",5
Every episode is great!,01/12/2019,sbw9,Have been listening for 3 yrs and never disappoints,5
Love this podcast! So insightful and inspiring,01/14/2019,JenGMac23,As a Guatemalan American this show is like nourishment for my soul.,5
Excelente!,01/15/2019,Sophiahobbs,"As an Argentinian living in the US, I don’t find myself reflected in media very often. Excellent stories and interviews!
Another great product by NPR.",5
Gringa love,01/17/2019,Vrgggggggg,María and her team do such a beautiful job presenting a huge variety of stories - some silly and some hard. It is also full of interesting interviews that help spotlight latinx voices that oftentimes go unheard. It helps me be a better ally and helps me feel connected to the latinx culture that I have always loved and visited as a Gringa,5
excellent program,11/13/2018,Key-yawn-&-on,i can’t thank you enough for how good your stories & reporting have been in the past two years i’ve been a loyal listener. music! politics! cultural shifts! theater! television! this show touches every aspect of life in our increasingly latino usa. keep up the good work.,5
Excellent Source of News/Shows Related to Latino Issues,11/14/2018,CarlaSalehian,I have sent the podcast to so many friends and family members knowing that they would be very interested in the subject but it would go unnoticed without Maria Hinojosa and her excellent team’s work,5
Like Me!,11/15/2018,Zum Zum1,"Finally, stories for people like me with so many dimensions that it is relevant to ALL! Grateful for the stories that I can relate to as a Latina and the lessons, of so much I have yet to understand or know. It is a MUST listen for all ages and people. XO",5
Latino Usa,11/19/2018,3Mendamujer,I find myself addicted to this program no matter what the issue is. It’s very educational and I am sure there is nothing “fake”. Thank you for providing this much needed information. I simply love it.,5
By far my favorite podcast,11/19/2018,LatinaMags,"Congratulations on an amazing job and keep the fantastic stories coming!!! As a newyorminican transplant in California, I couldn’t be more grateful for including all latinos!!!",5
Love this podcast!,11/21/2018,Frankie,Love Maria and the entire crew!,5
Spot on,11/21/2018,vbarriga7,"Historical or current, cultural or political, this podcast is engaging, thought provoking, and intelligent.",5
Must Listen,11/27/2018,Min. Cody,This podcast helps a pocho like me living in Missouri discover a deeper sense of identity and feel a sense of connection to the community. A must listen for all Latinos.,5
Informative and Relevant,11/28/2018,ElBarriomeetsJC,I love being able to have so many new stories that are of the times and relatable to Latino Americans. Informative on so many different topics from funny interviews to serious stories. Great work! Thank you for this podcast.,5
"Enlightening, Enthralling, Excellent Journalism!",11/30/2018,Nolita Yeaux,"I learn so much every episode and thoroughly enjoy this podcast! It’s tough building a library of podcasts because I don’t come across many that meet the bar set by Latino USA. Maria Hinojosa and the team make me feel like I’m sitting at their table listening in and contributing to a better world by learning, understanding other perspectives, and being equipped with insight that’s been invaluable to my growth and interests. Thank you all for fervently providing great content! Cheers!",5
Great reporting!,12/01/2018,Gryffindor for evs,I love this podcast! Such a wide range of stories being told all of which help you feel connected to the latinx community!!! 💙,5
Contemporary,12/04/2018,Hhenry1,"Relevant, entertaining, enlightening, sad, fun and inspiring.

I am indebted to Latino USA.

Give it a chance.",5
Latino USA,12/06/2018,Lisa_MS,"I listen to this podcast religiously every week! It’s my number one source for news on Latino community happenings, politics and culture. The Latino USA team does a wonderful job at bringing stories surrounding the Latino community to life. Overall, great journalism here.",5
Gratitude,12/07/2018,koiniss,I’m so grateful to Latino USA for centering Latinx stories and experiences. I appreciate seeing myself and family reflected in the media. I am thankful for the struggles that get illuminated and the role models that are celebrated in this program. ¡Gracias Latino USA!,5
Great show,12/11/2018,Nessienessa,I really love the story telling in Latino USA. First hand accounts are some of the best ways to educate yourself. Great show.,5
Truly Wonderful,12/12/2018,ebalva,Latino USA brings a fresh perspective to everyday Latino stories. Enjoy every minute of this podcast.,5
Amazing stories that need to be told,12/14/2018,Matt in AQ,"Oh, and I wish Maria was my Titi 💙",5
Excellent perspective!,12/14/2018,None Ya Biz WAC,"This show is a magnificent way to get the Latino perspective on everyday issues we hear in the news but never really are from a more familiar point of view. Like that is good reporting and I get it but is missing something News, Latino USA is the something.",5
I am grateful for Latino USA,12/16/2018,Ana_Del_Socorro,Their episode “The Return” is beautiful. Its raw analysis/depiction of the impact of immigration on those who stay behind is absolutely on-point and beautiful.,5
Gracias,12/17/2018,kenjinyc,"Over the past few years, Latino USA has helped me feel engaged with latinxs throughout the US and truly has been helpful in my personal journey with my latinidad. Thank you for your work. In these times especially, the work you do makes such an impact. Maria Hinojosa is one of the best qualitative latinx journalists out there and always keeps it real, but hopeful. Thank you.",5
A Great and Informative show,11/02/2018,F marshall,I’m really happy I found this show. It’s informative and very helpful to keep me connected to all topics and stories Latinx.,5
Entertaining and educational and thought provoking,11/02/2018,Sarah122224,"This is one of my favorite podcasts. As a Latina i love hearing the different stories of Latinx ppl. Those spotlights are my favorite. However, they are dynamic in the different stories they present from current events, past history, to entertainment. Can’t recommend this podcast enough.",5
Excellent Podcast,11/02/2018,TX Wildflowers,"This has become my go-to podcast. They present a wide range of topics that are of interest to anyone in the U.S., and their interviews are very candid. Most episodes are only about 20 minutes, so it’s easy to squeeze in one (or two) during the commute, walk, etc. I highly recommend it!",5
Gracias,11/02/2018,Chkiujjjhggggg,"When I listen to this podcast on my way to work, I feel I’m in the company of people that understand my weird Latina self. Thanks Latino USA!",5
My feeling,11/05/2018,CalvinMoto,"It just has a great way of reconnecting me with my people and this blood we share in the Hispanic community, also showing parts of myself I didn’t know were there.",5
Great mix,11/06/2018,chrisathorn,"Thanks for great mix of stories- personal, political, cultural, race and power, etc. keep up the excellent work",5
Latino USA,11/07/2018,Henry.Boza,What a great resource!,5
Insightful and culturally relevant,11/07/2018,laureview8,I’m so grateful to have a podcast dedicated to the rich and vibrant diversity of Latinos in the USA. The journalistic integrity is unparalleled and I thoroughly enjoy this.,5
One of my faves Latinx Pods,11/07/2018,suburbanBoy,"Informative and real, I feel like a learn something new every week with this podcast thank you so much!

Roderick (Latinx Conversations Podcast)",5
Love it!,11/07/2018,lovepinkpurplerosa,This is our voice. I have been looking for a podcast like this. I can’t get enough.,5
Smart and insightful podcast.,11/07/2018,California Luis,"I used to be an avid talk radio listener. But since starting to listen to the Latino USA podcast, I’ve ditched talk radio and do not miss an episode of Latino USA. They are all so good, it’s difficult for me to pick a favorite. Some make me laugh and some bring tears to my eyes. But, they are all insightful. Bravo, Maria Hinojosa and the entire Latino USA staff!",5
This show is like home!,11/08/2018,Dcballer2000,I absolutely love Latino USA! It feels literally like home to me and makes me proud to be a Latina! Maria Hinojosa is like a breath of fresh air whose topics inspire me daily and infuse a deep sense of pride and appreciation for my culture. There’s no one else doing that better than Latino USA!,5
Fantastic and inspirational,11/09/2018,Carlosjrxx,"I am a proud Latino - so I want to thank everyone on this show for reminding me every week why! It’s inspirational, entertaining, creative, and fun! I’ll never stop listening!",5
Great show,11/09/2018,berrypecker,"I can't speak highly enough of the entire Latino USA team and their work. Every episode I am informed, moved, challenged and inspired. This gringa really appreciates this show!",5
Very instructional,11/09/2018,The OC Traveler,"A very instructional podcast with lots of historical perspective. Although it concentrated on Latino issues or history, the information is beneficial to all. I appreciate that it presents information without pushing a point of view. I have increased my knowledge because of this podcast. I always look forward to listening to each podcast. Great job team Latino USA!",5
Just what I needed,11/09/2018,Avatar Luvr35,I discovered this podcast by accident. I am grateful since it has opened my mind. Is well produced very informative and objective.,5
Latino USA,11/10/2018,Blonde Adonis,Love love love this podcast— it is the medium in which Latinx can share the world,5
Excellent podcast by Latino USA.,11/12/2018,cardon80538,Perfecto!,5
Latino USA,11/12/2018,randy sanchez,"I thank you for all your stories of life life that is happening now, while I live my life as a occupational therapist whom was a Hispanic boy told I was not good enough to be. I was told the only thing you and your kind can do good at is like your dad to be a custodian or to cut grass, a job like that. Well luckily my parents were tougher and are tougher on me than any racist.i get to hear and learn from others struggles by your stories and I am blessed to be an OT I see and am a part in patients healing from struggles. You make me smile, laugh, frown, cry and at times get angry keep it up all these emotions are so mr so Latino ... Latino USA 😁🙏🏼👍🏼",5
My favorite all time podcast,11/13/2018,erobers,Latino USA brings us stories we won’t hear on mainstream media. I love that Maria Hinojosa takes current news and delves more deeply into the humanity behind the headlines. Love love love this show!,5
New favorite podcast,06/01/2018,Ms. Lucy,I started listening this week. I haven’t stopped listening. Different topics give it a great variety. So informative. Have learned so much.,5
Worth the time!,06/05/2018,Jav04,Great journalism and intriguing stories!,5
The remarkable rebuild of Medellin,06/18/2018,denbst,"I love your show, sometimes I don’t share the opinions, but that’s how everything works. But this time I’m really mad at journalists keep giving “Popeye” importance, that guy is a horrible human being, he’s living very confortable thanks to all the show and interviews he gives always talking about Escobar as he was a god. He’s a killer and he doesn’t feel any regret about what he did, he feels proud. Please please stop giving him the importance he doesn’t deserve.",5
I love this show and Maria,06/26/2018,MareX3,Maria is a woman after my own heart. I am first generation Mexican American. I love all the podcast but most of all the ones of my heritage ❤️,5
Frida Kahlo Barbie,07/10/2018,igneous2x,"I learned a lot from this episode, which frankly strongly reinforced my intense dislike of the Barbie franchise. I would like to point out a misstatement in the episode, that the year—1959–Barbie came out, was “just after World War II.” That’s actually more than ten years after the end of World War II.",5
Thank you,07/12/2018,Julia845,"I don’t know how it took me this long to find this podcast. The topics are always relevant, diverse and interesting. The conversations are rich, and complex issues are explored really well. I love it so far. Really nice work from a perspective I’ve been searching for. Gracias!",5
Arriba Peru!!,07/14/2018,Cesar Joaquin,"I loved the episode about Peruvian soccer, I do not miss an episode. Keep it up Latino USA!!",5
With you Peru,07/31/2018,Veronikaloves15,"I literally couldn’t stop myself from shedding tears. This episode spoke everything that was me. I’ve been listening to Latino USA for so long now and I always feel well informed, motivated and proud. I am notorious for sharing episodes with family and friends and broadcasting my opinions on these topics on social media. I don’t care if I’m hitting everyone with some deep information!",5
suggestions!,08/13/2018,lizbethaj,"I’d love to hear a podcast regarding mental health within the Latino community. As someone who has been told that it’s all just in my head or i should work out or go outside and I’ll feel better, i think it’s an important subject to talk about. I love this podcast and have been subbed for years :)",5
"Devouted follower,",08/19/2018,davidm2703,...,5
Thanks,08/24/2018,Bonobo Monkey,Thank you for the podcast for Latinos from all over the world.,5
"Interesting, informative, fun",09/24/2018,Quirkeegurl,"Really enjoy this show. Diverse topics, great hosts, excellent music. Since I don't speak Spanish I appreciate that it's almost entirely in English.",5
Zely,10/02/2018,zeljim,"This one made me proud to be Latin women or just proud to be a women
Cried with those powerful words",5
For Everyone,10/14/2018,"MGC in Silver Spring, MD",This is an excellent podcast out together by an excellent team. Highly recommend it!,5
Everything a Latinx needs to feel whole,10/18/2018,SarahTheVampSlayer,As a millennial Latinx I learn so much from this podcast. I feel validated in the stories told here. Maria is an incredible humxn. She does an incredible job and is a huge inspiration to me. I’m thankful daily for the Latinx across the country who work to make our country great.,5
Left wing views,10/26/2018,Blakely661,I’m unsubscribing I’m not looking for a political podcast with a Democratic agenda...,1
A great radio magazine !,10/30/2018,rico d Nuevo México,"Sra Hinojosa & her colleagues produce shows about all aspects of Latino culture and current events – some you've heard of, some you haven't and you needed to know about all of it - for example, the current piece has an excellent section on public opinion polling in Latino populations, and gives a very understandable explanation of the complex science and black art of population sampling in general, and in the enormous diversity of current latino life.",5
❤️❤️ love,10/30/2018,ajcaudillo4,"The topics are great. Informative, never dull!",5
The Absolutely Best Podcast- not hyperbole!,10/31/2018,Elia Perez,"The story telling is gripping, sweeting, serious, tearful, exciting, etc. It hits every emotion. All the writers/producers, especially Maria. Her voice is soothing. I feel a sense of Home when I hear her voice. Thank you all for allowing me to listen to wonderful stories.",5
Close to home.,11/02/2018,ulgazi,"When I was away for school I found this podcast; while I always knew that Latinx and Native American cultures are similar, at least the tribe I am from is, it felt good to be reminded of things like feasts and big parties. Also, growing up around Latinx people my whole life, the stories and accounts made me feel close to home. Keep up the amazing work!",5
Inspirational,10/03/2017,Beefy Bear,Maria and her team inspire and motivate me to be a stronger and more vocal supporter of people of color and to believe in our rights as Hispanic Americans. My story becomes important because of how Latino USA represents all of us!,5
Always fascinating! Always fun!,10/05/2017,drvolker,"Came across Latino USA by way of the NPR One app and can't get enough. Not that it matters, but I'm a white guy and my partner is Puerto Rican, but I mention it only because so much of what is discussed on this show gives us fodder for conversation. Sometimes serious, sometimes playful. Always worthwhile! [5⭐️]",5
Thank You Latino USA,10/09/2017,Papá de Willy Cat,"As a white male who works in a majority-white school teaching Spanish, and who is married to an Afro-Latina, this Podcast helps me to stay informed with issues that are close to me, my wife and family. This Podcast helps me to stay in touch with issues that ultimately help me to share and teach my students. Thank you Latino USA!",5
Yes!,10/09/2017,yes please!!!,"Thank you for sharing your insight and perspective and for allowing those of us who are striving to further educate ourselves on topics, perspecties, and issues related to latino usa. This is the podcast I have been looking for!",5
Great reporting,10/10/2017,mjcasowitz,Really interesting stories you won’t hear anywhere else.,5
Must add to your podcast lineup!,10/24/2017,Sheater1111,This is a great podcast that everyone should listen to. I look forward to new episodes every week and love everything about it. I can’t get enough of Latino USA!,5
LatinoUSA is Everything!,11/07/2017,mel.estrada,"I have been listening to LatinoUSA since I was a sophomore in college. As a Latina, Jewish, millennial woman this podcast speaks to much of my experience and opens my eyes and ears to the lives of others. I am grateful for such an honest and deeply thoughtful podcast, especially in a time when good sources are difficult to find. Thank you for all you do.",5
Excellent podcast,12/07/2017,sscorazon,As an expat living in MX this podcast is a must,5
Everything!,12/15/2017,Queerboiii,"This podcast is everything. It covers politics, popular media, identity, family and every other aspect of life that you can think of. Amazing reporting. You feel it in your heart, the anger, the tears, the inspirations and the heartbreaks. This podcast is the definition of EVERYTHING/TODO!",5
More empathy please.,01/06/2018,Delgado wife,"I enjoy Latino USA on TV and this is my first time listening to your podcast. My sister told me about your Puerto Rico death toll segment. I was bothered by your lack of empathy in reporting this serious topic. Laughter, fun music, and some sarcasm at times when talking about lives lost came across very cold and unsympathetic. I'd be embarrassed to share this particular title but look forward to hearing other stories. Please consider the topic being discussed in your interactions with the people and reporters. Thank you.",3
