Title,Date,User,Body,Rating
Great to start the day,05/02/2019,JZha123,"I really enjoy listening to 10-15 min summary every morning of all the key news, while I get ready in the morning. The hosts are great at summarizing information.",5
What is happening?,05/03/2019,kevinrfree,"LOVE THIS SHOW! But For some reason, I keep getting episodes of Fresh Air and Planet Money instead of Up First. What’s up with that?",4
A Nice Complement To Morning Edition,04/27/2019,CharBirdRay,"I’ve listened to Morning Edition and All Things Considered for as long as I can remember – perhaps from the 70’s if these shows have been around that long. I recently heard about Up First and I’ve been listening now for about 3 weeks. I like it! It’s short and to the point, and for the most point very objective, like most NPR programs. I listen to Up First while I’m making coffee and organizing things in the kitchen before I settle down to read the paper and listen to the full Morning Edition show.",5
Essential,04/30/2019,DLeigh03,Up First has become an essential part of my morning routine. The podcast provides a concise and fair summary of the most important national and world news.,5
Great podcast,04/30/2019,Jakeyjake6488,I really wanted to share that I listen to Up First everyday and I appreciate the hosts so much. They always handle different topics with the respect deserved and do a great job reporting. I love this show!,5
Concise & informative,04/30/2019,Dee.sobe,It’s the best way to start the morning. I listen on drive to work and get the stuff I need to know for the day in less than 15 min. Tried other similar shows but this one is the best,5
Great daily news briefing,04/30/2019,Peter Garafalo,"Concise, wide ranging, direct, and engaging. A fantastic morning brief of the days news. Reliable",5
Breakfast News,04/30/2019,SKDorsa,I love starting my morning with Up First. The brief overview of world news keeps me informed of major events all while I get going for the day.,5
This show gets young people back into the news!,04/30/2019,okmikay,"I love NPR, but now that my work schedule fluctuates I often miss all my normal programming. Now that I listen to up first I stay in the know and still get my NPR fix. It’s short, but comprehensive! Also I adore how our hosts get to show a little more personality on this show. Love it!!",5
Great way to get the top headlines.,04/30/2019,tsolomon,This is a great podcast to get the top headlines of the day for US or global news.,5
LOVE,04/30/2019,imagine_drea,"I listen to Up First all the time. They give great a synopsis on current events and breaking news. Their reporting and interviews with other reporters are clear, to the point, and extremely informative. I love them! Keep up the good work!",5
10/10,04/30/2019,JuliaS12000,Great way to start the day! I’m an everyday listener and I appreciate the Up First team and all the hard work they put into producing such a quality show.,5
What happened?,04/30/2019,Weissguy12345,Where did Up First go and why is some other NPR podcast in its place and downloading 80 episodes onto my phone?,1
Planet money?,04/30/2019,emma_h11,"Anyone else have their Up First podcast switch to Planet Money all of a sudden? I can't find Up First anywhere on Apple podcasts now when I search... It also replaced my Wait Wait Don't Tell Me podcast with How I Built This. What's going on, NPR?",5
Where is NPR’s Up First??,05/01/2019,Need new update!,Suddenly I don’t have Up First in my library and can’t seem to find it to add it back!!!,1
Crashed my phone by multiplying my feed with no warning!,05/01/2019,jackidy.[says rawr.],Combined with Planet Money on my podcast feed tonight for some reason without any warning (April 30) and bugged out my phone! I have to unsubscribe and delete the playlists off my phone at this point.,1
Bait and Switch,05/01/2019,DarKnyht,I have been an Up First listener for almost as long as available. Was disappointed today when I started it up to hear the news only to find that it was no Planet Money. Up first now no longer exists apparently.,1
Where did Up First go,05/01/2019,dntcrossme,Now Up First is Planet Money in my feed.,5
What happened to Up First?,05/01/2019,aesshsliegy,"I rely on Up First for my news everyday. I’ve loved it! But this morning it was replaced with Planet Money. I listened to a couple episodes and like it, but I need my news too! Please fix this and bring Up First back.",5
Love the show,05/01/2019,Zephyrdb,Why did it disappear from my subscription list? I couldn't even use the search to find it today. Using the webpage link I was the only way I could find it.,5
Love the show ... but..,05/01/2019,Skippy8984,Why was Up First removed from my podcast list and replaced with Planet Money... which I already subscribe too so I have 2 of those and no Up First 😭,3
Up First is ruining feeds,05/01/2019,50FT woman,"Please stop loading Up First into other NPR podcast feeds!!! I unsubscribed from Up First because I don’t like it, and I will unsubscribe from Planet Money and NPR Politics if you keep using my subscription to these podcasts to push me to Up First.",1
Best way to stay informed! I don’t watch tv I listen to NPR,04/22/2019,Gouge71,The 12 minutes of concise reporting keeps me up to date on national and world events. I listen first thing as I make breakfast. The download happens seamlessly.,4
No longer works,04/22/2019,SDC law,"I listened faithfully for a quick hit of the news. Starting a couple of weeks ago, none of the episodes download. I tried using a different pod app with no access.",1
Too many personal opinions,04/22/2019,ashleighlyn,"I used to listen to this podcast every morning while I got ready for work. I chose this podcast because NPR has traditionally been unbiased in their reporting; they would give readers or listeners the facts and details and allow them to come to their own conclusion. Over the past year I have noticed more and more opinions within reported domestic political stories than should be incorporated. For this reason, I will no longer listen to Up First in the morning and will look for another, less biased news podcast.",1
Just the right amount of news I need..,04/22/2019,jakes_girl,"This is just the right amount of news for the day I need to be aware of what’s going on around me daily. If it was longer, I’d tune out but it’s just right - quick and to the point. I like the on the spot reporting and extra podcasts they release for special events to hear more. Keep up the good work! Love it!!",5
Rachel Martin needs to go,04/23/2019,anonfromatl,I like the podcast. It’s a good summary of news without the overload. Only complaint I have is about the host Rachel Martin. Her manner of speaking is irritating and she hardly ever asks any good questions. Seems not very knowledgeable. Her “voice language” has too much personal opinion she is suppose to be a news reporter not a commentator.,4
Best way to start your day!,04/23/2019,Horsey dog,I love this podcast. It’s only 15m and covers all the important stories for the morning. I can’t imagine having my morning commute without Up First! Please DO NOT cancel this podcast!,5
Great news recap,04/23/2019,M.Carrollton.TX,"If you’re like me and tired of the nonstop, wall to wall TV coverage that covers the hyped up opinions more than the facts, Up First is a treasure! A concise yet thorough recap of the days national and international news.",5
Great factual reporting,04/23/2019,DJ🔥💖,So very professional and factually loaded. I thank you for your reporting. I listen every workday morning.,5
Daily News at its Best,04/24/2019,brian.payne2,"There's no better way to start your morning than this podcast. It's the perfect length for my morning walk with my dog, and I get a quick update on all the major happenings around the US and world. NPR reporting at its finest!",5
Excellent and quick news,04/24/2019,adk2011,Most of the important news of the day in a very easy-to-digest (12ish minute) format.,5
Great start to my day,04/24/2019,Meeples Schmeeples,Live up first! I listen to it while walking my dog in the morning. Just enough info from my favorite hosts to keep me informed. Keep up the good work!,5
Love love love this podcast,04/24/2019,Porcupineluvr28,Such wonderfully brief yet perfectly concentrated content—I absolutely cherish starting my day off with this podcast. Great reporting and straight to the point.,5
The Texan in South Africa,04/24/2019,sunnye michelle,Up First is a non-negotiable part of your day in South Africa. I love all you Up Firsters! Rachel Martin is my hero.,5
Concise and accurate,04/24/2019,eurekajoe,"I find Up First to be a great way to start the “news day”. To the point, objective and sometimes even quite funny!",5
Important news in 15minutes,04/24/2019,Tony leshel,Great way to start the day by getting everything you need to stay “in the know”. The only suggestion I have is maybe incorporate a little music to keep things interesting. Like the daily. Great job keep up the good work.,5
Good quick news review but with serious leftist bias,04/25/2019,independent from nj,"I’ve listened to Up First for more than 2 years now. I’m a libertarian, and clearly this podcast has a left-leaning anti-Trump bias. Not a Trump fan, but personally, I’d rather hear the news and make up my own mind. Rachel Martin has a great voice but inexplicably delivers her lines in a sing-song voice, as if the message itself was not entertaining enough. Turns the serious news of the day into a morning zoo news. Then, in a bizarre contrast, when delivering sad news, she turns into a 1960’s golf announcer from the putting green. David Greene also has a great deep voice but the “tell” is that he squeaks when describing something he finds incredulous. When interviewing other people, they all transition questions with a sentence or two summary which is oversimplified and clearly biased. They all do this, But Inskeep is the worst offender. Noel King is the most professional. Wish there was a generic non-biased alternative. Listen at your own risk",3
Close to what should be up first,04/26/2019,GESB,"I listen to this most mornings. I don’t know why we can’t have it on weekends. Things happen on weekends, it’s not even the weekend worldwide.",3
Red,04/26/2019,Stan from Van,Gives you the news in the morning.,5
Room for Imorovement,04/26/2019,"Napa, California listener","I love NPR and have been a subscriber and avid listener for many years. I listen to Up First on about a daily basis. I feel it is inferior to The Daily and Post Reports which I also listen to about daily. I appreciate that this podcast is a more comprehensive survey of daily news than my other two “regulars”, but feel it could be improved with less of the hosts, particularly Rachel Martin, inserting their personalities, emotions and attempts to be funny and entertaining into the production.",4
Helpful!,04/26/2019,Katie Dgren,"I love getting a quick synopsis of the top news stories of the day to keep me up to date with current events. They include the perfect amount of relevant details in each story to give you more than just the headline, but not so many details that the podcasts lasts longer than necessary. I give it 4 out of 5 stars, because - like most news publications in 2019 - they often can’t help but reveal their left leanings in their (sometimes subtle) undertones.",4
"Stop with the “cute”, ad lib intro riffing!",04/12/2019,StormOneThree,"Greatly appreciate this podcast (five stars). That said this new practice of disingenuous, impromptu, non-news related intros between the hosts needs to stop. This podcast is about getting important daily news and information quickly and today I treated to these clowns poorly singing “so call me maybe”?!? If this was a one off I wouldn’t be wasting time leaving a review but this BS seems to be occurring more and more often. It’s not appreciated. How about sticking with professionalism I’ve come to expect from NPR?",1
Morning routine,04/12/2019,Lilly Q.,I love waking up and listening to “Up First” when I get ready for the day. They’re engaging and succinctly highlight keep news topics. This podcast is a great way to stay updated on what’s going on in the country / world and allows me to do further research on issues I’m passionate about or just want to know more.,5
GOT Spoilers,04/15/2019,Carleeey,I listen to Up First while driving to work and was scrambling this morning to quickly turn it off when they said they would be giving Game of Thrones spoilers. In the age of DVRs and streaming you would think they would be smarter than to give spoilers less than 12 hours after such a big premiere. Glad I was able to turn it off before they ruined it for me.,1
My morning must-listen,04/15/2019,CarolTandava,A great podcast to get you up to speed in the morning.,5
Awesome,04/16/2019,JournalismStudent_,"I listen to “Up First” every morning. It is usually one of- if not- the first thing I do in the morning. I love the method they use to tell the stories; they find a way to tell every story in an engaging, interesting, and informative manner. I always find that the news they provide becomes relevant in my daily life too. It’s my easy and pleasurable way to be informed on what’s ahead for the day. I always recommend it to anyone who wants to have an easy way to keep up with the news of the day.",5
We enjoy the fresh open and factual news every morning a dawn.,04/16/2019,louhasaboat,We wake up every morning to Up First. We love the concise narrative of the events that effect the world around us in this focused 15 minutes. So fresh and open reporting.,5
Just enough.,04/16/2019,President Henderson,Every morning I listen to up first to just get what I need to know about the world. I really enjoy that the show takes a look at the headlines gripping the world not just one area.,5
Up First,04/16/2019,Stan P Rabe,"Up First is an outstanding review of the top news stories of the day. Even when I get behind on listening, it is a good reminder of how events develop.",5
Morning routine,04/16/2019,ahmed22d,Quick listen in the morning to get me going and up to date with the news of the day.,4
Disappointing,04/16/2019,jldela85,"Continual reductionist coverage of Bernie Sanders. Please, for the good of our county, try to be more fair in your rhetorical framing of such things. I don’t care if Bernie wins or loses but every time you warp the conversation you do a disservice to democracy.",1
Wonderful podcast,04/18/2019,chuckstrong,This podcast is great! I was skeptical at first but it is a great addition to my morning news.,5
Simple Round-Up of “Important” Stories.,04/18/2019,baililou,"I love listening to Up First as it gives me a pretty good overview of what’s going on in the world..... sort of.
I do wish they put their political, anti-Trump-focused “news” stories on their special reports instead. I just spent 15 minutes listening to their Monday morning podcast, which was nothing but the Mueller report. Yeah, that stuff is neat and all..... but I highly doubt that is the ONLY thing that happened over the weekend, guys. Now I’m going to have to go listen to other podcasts to tell me some real news. BOO!",1
Aliquot of morning news,04/18/2019,margot13,"This has been perfect for my mornings, highly recommend.",5
Critical for understanding the day’s key news stories,04/19/2019,bvfevuwieiu g rf,"This is what gets me on track with what’s going on in the world every day. it’s a great short summary of all of the news to help to decide what to Pay attention to the rest of the day. Not too formal; sometimes funny, anchors do a great job at 5 am when they do this... 2 am for David Greene",5
Best News For Today,04/19/2019,Distono,"Love that I can listen to this podcast and mostly skip all the other longer form stuff, while still feeling informed. ✅",5
Good selection of news stories; poor hosts,04/20/2019,thebirdieking,"Up First selects 2-4 key stories to help start your day. Reporting is solid. Would be better if hosts would tone down their histrionics and hype, especially Inskeep and Rachel Martin. Both repeat the obvious and consistently try to put words in the reporters mouth. Finally gave up and now listen to NYT “The Daily”. So much better reporting and host",2
Great informative podcast,04/20/2019,Jsoc211,Major news headlines,5
great start to the day,04/21/2019,banzai comma buckaroo,I listen to this first thing every morning.,5
DIY Mosul piece was great!,04/21/2019,a_little_pixelated,I love NPR Up First - the world is a complex and rocky place. Thank you for this little gem of hope - so welcome in a news atmosphere that seems to only follow stories full of discord and strife.,5
