Title,Date,User,Body,Rating
Great for Left Leaning view of political events,11/27/2018,Pdaddy1569,I enjoy listening to NPR politics podcast as a part of my portfolio of news and political punditry sources. The show is well produced and easy to follow. The podcasters provide a good breakdown of events and even some basic politics 101 info.,4
Stop using the republican talking points,11/27/2018,Intelligentsia,"The conversation about politics is well thought out in most circumstances but because you use the republican talking points to start the conversation and don’t refute them you are contributing to the problem. For example, Your discussion about the republicans keeping the senate failed to mention that the democrats got 16,000,000 more votes than the republicans did. This is important to point out for the same reason that people who look at a red map and interpret that to mean the republicans significantly outnumber democrats is wrong. Land doesn’t vote. People do. All of that red has fewer people in it than California. Use a cartogram that shows population based results.",1
Hilarious,11/28/2018,WeWOMANhearUSroar!,"I love how casual this podcast is albeit trying to be a hardline news beat. Most of the people on here are so funny, I appreciate the humour in these dark news times.",5
Newer listener,12/07/2018,richballantine,"I’ve been listening to this show on my daily walks and look forward to it every week. It’s light but I feel very informative on the politics of the day. I’ve seen a live show a few months ago and it was terrific. Most of the hosts appear knowledgeable and presents the facts very well. I do find some of the can’t let it go segments sometime unrelated to the political topics. I don’t see how Hip Hop music facts relates to the politics of the day. Overall, it’s a five star program.",5
Not much new here...verbatim of ATC and ME stories,12/09/2018,NPR afficionado,"This used to be more fun and spontaneous conversation between the panelists. Now it’s a lot of ideas and verbatim phrases I’ve already heard these reporters speak on NPR news shows. Go more in depth for the political junkies. Also, get Don Gonyea on for a (slightly) more conservative perspective.",2
"I love this show, I am not a fan of Tamara Keith",12/10/2018,Lessers793,"I love this show and look forward to every podcast that comes out. I was listening to this podcast when it was just the two men talking; Ron and I think Ken. I love it when Ron is on the air, he seems to know everything about anything politics or otherwise. I have to say, and I am so sorry, I am not a huge fan of Tamara Keith. I like everyone else and all the hosts seem to get along and have a cute and fun banter that makes the podcast literally fly by in what feels like seconds. Unfortunately, Tamara comes off as a know it all and frequently interrupts the other hosts with her thoughts and I really don’t think what she adds is very interesting or useful. I think she is a good journalist and I like how she comes across in the Up First podcasts but on It’s All Politics, I like it better when she is not one of the hosts.",4
How it should be...summaries of current politics,12/12/2018,Veej P.,Appreciate the controlled and minimal personal opinions re: current politics. Succinct and concise summaries of the week’s news. How it should be.,5
Things may have changed by the time you read this review...,12/13/2018,Boone Lyon,"I love this podcast. I’ve listened to it for the better part of two years and I look forward to their honest, unbiased reporting every week. While the reporters/hosts change rather often, the quality of their reporting does not. I love how creative their “can’t let it go” segments get. At the end of a long work week it’s nice to laugh about the insanity that is U.S. politics.",5
Analytical and Informative,12/14/2018,thundershower,"I'm sure I'm not the first to say it, but this is a great podcast. It updates several times a week, typically, so I can stay pretty informed about politics just by listening regularly, and the reporters provide excellent analysis on the day's political news.",5
Not up to traditional NPR standards.,12/18/2018,Lsalza,Unbridled Smarminess. Shallow. Condescending.,1
A wide range of political coverage,12/19/2018,Best of Kirt,I’m disheartened to see so many reviews mourning the loss of “serious journalism” at the top of the iTunes page for this podcast. It seems as though many of them reviewed a single episode instead of the podcast as a whole. I’ve listened to every episode of NPR Politics since its inception. Some episodes are more lighthearted and fun. Others are more focused on the developing stories taking place at the time. All include welcome and measured insight into the context for the news. A rotating panel of hosts and contributors offer varying viewpoints. And each of them does their best to make sure the information being shared is accessible. Anyone who bemoans this approach as “dumbing things down” is discounting the importance of welcoming new and young ears to the NPR listener audience. This is a smart and entertaining review of political news that can be enjoyed by young and old alike.,5
Good for staying up to date on happenings,12/21/2018,derek.craig6,"I like being informed about the topics brought up on the show, but I’m not a huge fan that most co-hosts seem to favor one political party. Holding an unbiased opinion on this podcast surely has to be difficult, but at least have a balanced group of co-hosts. Whether it’s Trump, or the next president, too many co-hosts just want to continue to point out the issues with someone or some group, rather than propose solutions to those problems.",2
I’m a fan,12/21/2018,Ernest knight,I enjoy this podcast and I believe it is more balanced than most.,4
The One Where Chandler Visits Diane Rehm,12/22/2018,Spin737,"Ken Rudin and Ron Elving were perfect. Can Ken be done with Purgatory?

Mara brings gravitas.",3
News,12/22/2018,pajamas fool,Yay,5
Great podcast. You guys keep doing what you’re doing,12/27/2018,Randy Russbuckler Esq.,"I listen to this podcast every episode and I love it. There is some great insight that comes from this crew, they know the facts, and their delivery is great. Mara Liasson is especially exceptional.",5
Kashoggi story,10/17/2018,PushkarRanade,"You guys are so behind the curve as far as this story is concerned, why did you even bring it up. Stick to local stories and leave the rest of the world to others.",1
Speed Talkers!?!,10/18/2018,Simpl300,They talk entirely too fast!! Makes it hard to listen. But like that they cover major topics,3
Just scan the headlines,10/19/2018,mmr424,This showa manages to be both.superficial and grating. I cannot stand listening to Mara Liasson.,2
Meh,10/19/2018,Evertoseer,"A good starter podcast for the politically uninitiated, but a strong establishment bias. While they acknowledge the division of the country, they don’t dive deep and explore the frustration people now have with establishment candidates. They overwhelmingly write off progressive candidates despite the fact that those platforms are becoming increasingly popular, particularly with millennials. The fact that some of these races are so close deserves closer analysis rather than insisting those new candidates cannot win. Same can be said for more right wing new candidates who are popular in some areas.",3
Boring liberals pretending to be moderates,10/21/2018,SureJetPilot,Typical liberal spewings,1
